Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
L'AVEN;Restaurant;Crêperie;;33 parvis Jean Paul II;;49300;;;CHOLET;49099;47.0608;-0.8817;;;02 41 71 98 52;;cyril.gilbert4@orange.fr;;;"Facebook||https://www.facebook.com/creperieaven/?fref=ts ; Tripadvisor||";"<div id=""TA_selfserveprop879"" class=""TA_selfserveprop"">;<ul id=""mwadBDOoR0h"" class=""TA_links FlDeFiCCh"">;<li id=""P95lTmAQTgYG"" class=""kVFRnQOh2e"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=879&amp;locationId=3698445&amp;lang=fr&amp;rating=true&amp;nreviews=2&amp;writereviewlink=true&amp;popIdx=false&amp;iswide=true&amp;border=false""></script>";;;;;oui;;;Service en terrasse;40;;26;;;;;;;;;01/01/2023||31/12/2023||||||||||||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||||||||||;;;;;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.0608, -0.8817;Maine-et-Loire
L'EMPREINTE;Hôtel restaurant;Cuisine traditionnelle;;119, boulevard de l'Océan;;44730;;;SAINT-MICHEL-CHEF-CHEF;44182;47.16819;-2.16609;;;02 40 27 82 17;;lempreinte.tharon@gmail.com;http://www.hotel-restaurant-lempreinte.com;;;;;;;;oui;;;WiFi;40;1;15;;;;;;;;;;;;;;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.16819, -2.16609;Loire-Atlantique
L'ENTRE 2;Restaurant;Cuisine traditionnelle;;38 rue de la Brière;;44410;;;LA CHAPELLE-DES-MARAIS;44030;47.44513;-2.24534;Transport en commun||Ligne T3 - Arrêt Ecluses||0,038;;02 40 24 42 35;;lentre2.lachapelle@gmail.com;https://lentre2resto.fr/;;Facebook||https://www.facebook.com/lentre2lachapelle/;;;;;;oui;de petite taille;;Plats à emporter / Covid-19,WiFi;80;2;16;;;;oui;oui;;25;oui;01/01/2023||31/12/2023||Ouvert du lundi au vendredi, ainsi que le samedi soir||Fermé le samedi midi et le dimanche||08:00||16:00||||||08:00||16:00||||||08:00||16:00||||||08:00||16:00||||||08:00||16:00||||||10:00||13:30||||||||||||;||02 40 24 42 35||;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;47.44513, -2.24534;Loire-Atlantique
L'ESCALE;Restaurant;Brasserie;;46 - 50 rue du Maréchal Juin;;44420;;;LA TURBALLE;44211;47.34961;-2.51387;;;02 40 62 82 81;;;;;;;;;;;;;;;80;;50;;;;;;;;;26/05/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Chèques Vacances,Tickets Restaurant;47.34961, -2.51387;Loire-Atlantique
L'ESCALE BRETONNE;Restaurant;Crêperie;;Port de Plaisance;La Noëveillard;44210;;;PORNIC;44131;47.11004;-2.11352;;;02 40 82 20 32;;eric.herve@hotmail.fr;;;;;;Guide du Routard Pays de la Loire;;;oui;;;;50;1;50;;;;oui;oui;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.11004, -2.11352;Loire-Atlantique
L'ESSENTIEL;Restaurant;Brasserie;;Centre Commercial U Express;Rue du Prieuré;44320;;;SAINT-PERE-EN-RETZ;44187;47.20325;-2.04806;;06 59 44 95 10;02 40 64 83 57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.20325, -2.04806;Loire-Atlantique
L'INSTANT PRÉSENT;Restaurant;Brasserie;;5, route de la gare;;53400;;;CRAON;53084;47.8465604;-0.9473843;;;02 43 09 92 87;;linstantpresent.craon@gmail.com;;;"Facebook||https://www.facebook.com/LInstant-Pr%C3%A9sent-283331785455906/ ; Instagram||https://www.instagram.com/linstantpresent.craon/";;;;;;;;;;;;;;;;;;;;;;;;;;;47.8465604, -0.9473843;Mayenne
L'OCÉAN;Restaurant;Restaurant gastronomique - cuisine raffinée;;Plage de Port-Lin;;44490;;;LE CROISIC;44049;47.29432;-2.51191;;;02 40 62 90 03;02 40 23 28 03;hotel@restaurantlocean.com;http://www.restaurantlocean.com;;;;;Michelin;;;oui;;;WiFi;80;;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.29432, -2.51191;Loire-Atlantique
L'OCÉANE;Restaurant;Brasserie;;5 rue du Maréchal Leclerc;;44420;;;LA TURBALLE;44211;47.34816;-2.51136;;;02 40 60 34 74;;societes44.ferreira@gmail.com;;;;;;;;;;;;Service en terrasse;;;;;;;;;;;;19/05/2021||09/07/2021||||||12:00||14:30||19:00||21:00||12:00||14:30||19:00||21:00||12:00||14:30||19:00||21:00||12:00||14:30||19:00||21:00||12:00||14:30||19:00||21:00||12:00||14:30||19:00||21:00||12:00||14:30||19:00||21:00;;;;;;47.34816, -2.51136;Loire-Atlantique
L'OPÉRA DE LA MER;Restaurant;;;Promenade du Port;;44510;;;LE POULIGUEN;44135;47.27476;-2.42534;;;02 40 62 31 03;;clarissegdv@orange.fr;http://www.operadelamer.com;;;;;Guide du Routard Pays de la Loire;;;oui;;;WiFi;50;;30;;;;oui;oui;;50;;01/01/2023||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.27476, -2.42534;Loire-Atlantique
LA BICYCLETTE D'ARGENT;Restaurant;Cuisine traditionnelle;;6 Place du Port;;44270;;;MACHECOUL-SAINT-MEME;44087;47.0218455;-1.7936801;;;02 40 78 50 48;;contact@labicyclettedargent.fr;http://labicyclettedargent.fr;;Facebook||https://www.facebook.com/La-Bicyclette-dArgent-156293004934089;;;;;;;;;Service en terrasse,Traiteur;;;;;;;;;;;oui;01/01/2023||31/12/2023||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||08:00||17:00||||||||||||||||||||;||02 40 78 50 48||;;;;Cartes bancaires,Espèces,Tickets Restaurant;47.0218455, -1.7936801;Loire-Atlantique
LA BOUCHERIE;Restaurant;Grill - Rôtisserie;Parc commercial de la Colleraye;;;44260;;;SAVENAY;44195;47.358852;-1.944482;;;02 28 21 51 27;;la-boucherie.savenay@hotmail.fr;;;;;;;;;;;;Service en terrasse;110;1;70;;;;;;;;oui;||||||||12:00||14:00||19:00||22:30||12:00||14:00||19:00||22:30||12:00||14:00||19:00||22:30||12:00||14:00||19:00||22:30||12:00||14:00||19:00||23:00||12:00||14:00||19:00||23:30||12:00||14:00||19:00||22:30;||02 28 21 51 27||;;;;Cartes bancaires,Tickets Restaurant;47.358852, -1.944482;Loire-Atlantique
LA BOUCHERIE - ANGERS;;Brasserie;;48 A boulevard Foch;;49100;;;ANGERS;49007;47.46745;-0.55212;;;02 41 25 39 25;;angers@la-boucherie.fr;;;;;;;;;;;;Climatisation,Service en terrasse,WiFi;120;2;20;;;;oui;oui;;;;"19/05/2021||31/12/2021||||||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30 ; 01/01/2022||31/12/2022||||||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30 ; 01/01/2023||31/12/2023||||||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||22:30||12:00||14:30||19:00||23:00||12:00||15:00||19:00||23:00||12:00||15:00||19:00||22:30";;;;;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.46745, -0.55212;Maine-et-Loire
LA BRASSERIE D'ANTOIGNÉ;Restaurant;Brasserie;;Allée des Sablons;;72380;;;SAINTE-JAMME-SUR-SARTHE;72289;48.1456834;0.16978874;;;09 54 00 11 36;;;https://www.facebook.com/brasserieantoigne/;;Facebook||https://www.facebook.com/brasserieantoigne/;;;;;;;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse,Traiteur;;1;;;;;oui;oui;;;oui;;Blanchard Isabelle||09 54 00 11 36||;;;;Cartes bancaires,Espèces;48.1456834, 0.16978874;Sarthe
LA BRASSERIE GOLDEN TULIP PORNIC;Restaurant;Cuisine traditionnelle;;Rue Jules Ferry;Val Saint-Martin;44210;;;PORNIC;44131;47.12111;-2.0847;;;02 51 74 32 00;;reservation@goldentulippornic.com;https://pornic.goldentulip.com/fr-fr/;;;;;;;;non;;;Banquet,Séminaire,WiFi;100;;20;6;;;oui;oui;10;100;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.12111, -2.0847;Loire-Atlantique
LA CABANE À BURGER;Restaurant;Restauration rapide;;2A rue Gutenberg;ZI du Landas;44160;;;PONTCHATEAU;44129;47.42828;-2.06945;;;02 51 75 39 32;;contact@lacabaneaburger.fr;http://lacabaneaburger.fr/;;;;;;;;;;;;;;;;;;;;;;;"01/01/2021||31/12/2021||||||11:30||13:45||18:00||21:30||11:30||13:45||18:00||21:30||11:30||13:45||18:00||21:30||11:30||13:45||18:00||21:30||11:30||13:45||18:00||22:00||11:30||13:45||18:00||22:00|||||||| ; 01/01/2021||31/12/2021||Jours fériés ouverture que le soir de 18h à 22h||||||||||||||||||||||||||||||||||||||||||||||||||||18:00||22:00||||";;;;;;47.42828, -2.06945;Loire-Atlantique
LA CANE;Restaurant;Cuisine traditionnelle;12, avenue du Général de Gaulle;;;72160;;;SCEAUX-SUR-HUISNE;72331;48.1052707;0.58450948;"Route (nationale/départ.)||Sur RD 323 Paris-Le Mans.||0 ; Autoroute||A11||10 ; Gare SNCF||La Ferté-Bernard||10";06 88 02 23 00;02 43 93 40 03;;lacane72@orange.fr;http://www.hotel-restaurant-la-cane.fr/;;;;;;;;non;;;Banquet,Séminaire,Traiteur,WiFi;60;2;20;1;0;;oui;oui;1;60;oui;||||||||09:30||14:30||16:30||20:30||09:30||14:30||16:30||20:30||09:30||14:30||16:30||20:30||09:30||14:30||16:30||20:30||09:30||14:30||16:30||20:30||09:30||14:30||16:30||20:30||10:00||14:30||16:30||20:30;BOBET Philippe||02 43 93 40 03||lacane72@orange.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;48.1052707, 0.58450948;Sarthe
LA CANTINE DE CÉ;Restaurant;;;18 rue David d'Angers;;49130;;;LES PONTS-DE-CE;49246;47.43195;-0.52859;;;09 72 83 95 50;;lacantinedece@orange.fr;https://lacantinedece.eatbu.com/?lang=fr;;Facebook||https://www.facebook.com/eliseguillaume2015/;;;;;;oui;;;Service en terrasse,WiFi;;;;;;;;;;;;"01/01/2021||31/12/2021||||||09:00||15:00||||||09:00||15:00||||||09:00||15:00||||||09:00||15:00||||||09:00||15:00|||||||||||||||||||| ; 01/01/2022||31/12/2022||||||09:00||15:00||||||09:00||15:00||||||09:00||15:00||||||09:00||15:00||||||09:00||15:00||||||||||||||||||||";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.43195, -0.52859;Maine-et-Loire
LA CANTINE DE L'ILOT;Restaurant;Cuisine traditionnelle;;1 bis boulevard des Nations Unies;;44770;;;LA PLAINE-SUR-MER;44126;47.13899;-2.19086;;;02 40 64 27 13;;lacantinedelilot@orange.fr;https://cath-mariot.wixsite.com/la-cantine-de-l-ilot;;;;;;;;oui;;;Banquet,Plats à emporter,WiFi;70;2;30;;;;oui;oui;20;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.13899, -2.19086;Loire-Atlantique
LA COLOMBIÈRE;Restaurant;Cuisine traditionnelle;3 bis les Roulières;;;44310;;;SAINT-COLOMBAN;44155;47.03614;-1.55377;;;02 40 31 96 93;;contact@restaurant-lacolombiere.fr;http://www.restaurant-lacolombiere.fr;;;;;;;;;;;;;;;;;;oui;oui;;;oui;01/01/2023||31/12/2023||Ouvert le lundi, mardi, mercredi, jeudi, vendredi, dimanche les midis ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;La Colombière ||02 40 31 96 93||contact@restaurant-lacolombire.fr;;;;Cartes bancaires,Chèques Vacances,Tickets Restaurant;47.03614, -1.55377;Loire-Atlantique
LA COMÉDIE DES VINS;Restaurant;Bistrot / bar à vin;;4 rue Suffren;;44000;;;NANTES;44109;47.2131096;-1.560849;Transport en commun||TRAM ligne 1 / arrêt médiathèque||0,2;;02 40 73 11 68;;lacomediedesvins@hotmail.fr;;;;;;Gault Millau,Guide du Routard Pays de la Loire;;;oui;;;Service en terrasse,WiFi;40;2;22;;2;;;;;12;non;;;oui;||http://www.nantes-tourisme.com/book/247919||||||;;Cartes bancaires,Espèces;47.2131096, -1.560849;Loire-Atlantique
LA CRÊPERIE BLEUE;Restaurant;Crêperie;;15 avenue de la Plage Eric Tabarly;;44770;;;PREFAILLES;44136;47.12788;-2.22025;;06 17 08 86 66;02 40 21 09 72;;creperiebleue@hotmail.fr;;;;;;;;;oui;;;Traiteur;13;;35;;;;oui;oui;10;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.12788, -2.22025;Loire-Atlantique
LA FLOTTILLE;Restaurant;Brasserie;;La Pointe Saint-Gildas;;44770;;;PREFAILLES;44136;47.13573;-2.24528;;;02 40 21 61 18;;reservation@lecalluna.com;http://www.brasserie-laflottille.com/;;;;;Le petit futé;2 cocottes;;oui;;Logis;Séminaire,WiFi;80;1;120;;;;oui;oui;;100;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.13573, -2.24528;Loire-Atlantique
LA FORGE SAINT JOSEPH;Restaurant;Cuisine traditionnelle;;11 Place Saint Etienne;;44650;;;CORCOUE-SUR-LOGNE;44156;46.965624;-1.577716;;;02 40 73 61 69;;laforgesaintjoseph@gmail.com;https://la-forge-saint-joseph-restaurant.business.site;;Facebook||https://www.facebook.com/laforgesaintjoseph.corcoue;;;;;;;;;Plats à emporter,Service en terrasse;;;;;;;oui;oui;;;oui;01/01/2023||31/12/2023||||||10:00||14:00||||||09:30||14:00||||||09:30||14:00||||||09:30||14:00||19:00||21:00||09:30||14:00||18:30||21:30||10:00||14:00||17:30||21:30||||||||;;;;;;46.965624, -1.577716;Loire-Atlantique
LA FOURNAIZ CREOLE - FOODTRUCK;;Restauration rapide;;Chemin de la Butte de Savine;;44570;;;TRIGNAC;44210;47.2964;-2.21209;;06 01 14 74 44;;;lafournaizcreole@gmail.com;https://www.facebook.com/Lafournaizcreole/?ref=page_internal;;Facebook||https://www.facebook.com/Lafournaizcreole/?ref=page_internal;;;;;;;;;Plats à emporter;;;;;;;;;;;;01/01/2023||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||06 01 14 74 44||;;;;;47.2964, -2.21209;Loire-Atlantique
LA JAGUAIS;Restaurant;Cuisine traditionnelle;Route de Bouvron;;;44750;;;CAMPBON;44025;47.407965;-1.948696;;;02 40 56 58 93;;restaurantlajaguais@orange.fr;http://www.restaurant-lajaguais.com;;"Facebook||https://www.facebook.com/RestaurantLaJaguais ; Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g4272071-d4271802-Reviews-Restaurant_La_Jaguais-Campbon_Loire_Atlantique_Pays_de_la_Loire.html ; Google+||https://plus.google.com/113592956414062881053/about?hl=fr";;;Bottin Gourmand,Le petit futé;;;oui;;Maitres Restaurateurs;Banquet,Plats à emporter,Plats à emporter / Covid-19,Séminaire,Service en terrasse,Traiteur,WiFi;70;3;25;1;0;;oui;oui;12;70;oui;||||les mardis, mercredis et jeudis soirs sur réservation à partir de 12 personnes||fermé le lundi||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||||;Restaurant La Jaguais||02 40 56 58 93||restaurantlajaguais@orange.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.407965, -1.948696;Loire-Atlantique
LA KEBABERIE;Restaurant;Restauration rapide;;3 route de Savenay;;44360;;;SAINT-ETIENNE-DE-MONTLUC;44158;47.2758722;-1.7859647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2758722, -1.7859647;Loire-Atlantique
LA LIBERTÉ;Restaurant;Cuisine traditionnelle;;1 boulevard de la Liberté - Méan Penhoët;;44600;;;SAINT-NAZAIRE;44184;47.293796;-2.198472;Transport en commun||Ligne Hélyce - Arrêt: Leferme ou Penhoët||0,45;;09 81 18 55 19;;restaurant.bar.laliberte@gmail.com;https://www.facebook.com/laliberte44/;;Facebook||https://www.facebook.com/laliberte44/;;;;;;oui;;;Plats à emporter / Covid-19,WiFi;50;;;;1;;oui;oui;;50;;01/01/2023||31/12/2023||Ouvert du lundi au vendredi||Fermé le samedi et dimanche||08:00||||||16:00||08:00||||||16:00||08:00||||||16:00||08:00||||||16:00||08:00||15:00||19:00||22:00||||||||||||||||;||09 81 18 55 19||restaurant.bar.laliberte@gmail.com;;;;;47.293796, -2.198472;Loire-Atlantique
LA LOUET;Restaurant;Cuisine traditionnelle;;3 Grande Rue;;49190;;;DENEE;49120;47.3789;-0.60793;;;02 41 47 15 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Espèces;47.3789, -0.60793;Maine-et-Loire
LA P'TITE FRINGALE;Restaurant;;;8 Rue de Kéroman;;44420;;;PIRIAC-SUR-MER;44125;47.38005;-2.54662;;;02 40 91 76 51;;;;;;;;;;;;;;Service en terrasse;;;12;;;;;;;;;;;;;;Cartes bancaires,Espèces;47.38005, -2.54662;Loire-Atlantique
LA P'TITE MARMITE;;;;20 bis Rue Amand Michaud;;49360;;;LES CERQUEUX;49058;46.9998;-0.64235;;;09 74 56 19 56;;vanessa@ptitemarmite.fr;https://www.ptitemarmite.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.9998, -0.64235;Maine-et-Loire
LA PAILLOTE DE THARON;Restaurant;Restauration rapide;;Plage de Tharon;Boulevard de l'Océan;44730;;;SAINT-MICHEL-CHEF-CHEF;44182;47.16957;-2.16599;;;06 84 74 72 63;;;;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;47.16957, -2.16599;Loire-Atlantique
LA PIERRE SALÉE;Restaurant;;;5 rue Saint Michel;Intra-muros;44350;;;GUERANDE;44069;47.3276;-2.42854;;;02 40 42 93 03;;ydeperry@gmail.com;https://www.facebook.com/LaPierreSalee/;;;;;Gault Millau;;;oui;;Certifié Cuisineries Françaises;Service en terrasse,WiFi;50;;30;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.3276, -2.42854;Loire-Atlantique
LA ROULOTTE DES BOIS FOUGÈRES;Restaurant;Pizzeria;;Les Fougères;TREMONT;49310;;;LYS-HAUT-LAYON;49373;47.14986;-0.48617;;;07 83 30 58 73;;tt.troisne@orange.fr;;;Facebook||https://www.facebook.com/Roulotte-des-bois-foug%C3%A8res-450626125737100/?ref=page_internal;;;;;;oui;;;Service en terrasse;;;;;;;oui;oui;;;non;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Nadège TROISNE||06 47 58 95 43||;;;;;47.14986, -0.48617;Maine-et-Loire
LA RÊVERIE DE L'ESTUAIRE;Restaurant;Crêperie;;Chemin de l'Estuaire;;44560;;;PAIMBOEUF;44116;47.2894;-2.0396;;;02 44 06 20 42;;;https://restaurant-lestuaire.com/;;;;;;;;oui;;;;;;;;;;;;;;;01/01/2021||31/12/2021||Fermé entre Noël et le Nouvel An||||||||||||12:00||15:00||||||12:00||15:00||||||12:00||15:00||||||12:00||15:00||19:00||22:00||12:00||15:00||19:00||22:00||12:00||15:00||||;;;;;;47.2894, -2.0396;Loire-Atlantique
LA TABLE DE L'ESTUAIRE;Restaurant;Brasserie;;;21, ZA PORTE DE L ESTUAIRE;44750;;;CAMPBON;44025;47.37739;-1.93505;;;02 51 79 09 54;;famaris44@gmail.com;;;;;;Michelin;;;oui;;;Banquet,Plats à emporter,Séminaire,Service en terrasse,Traiteur,WiFi;120;3;40;1;;;oui;oui;;;oui;||||les repas sont servis de 11.45 a 15.00 heures ||||07:00||||||17:00||07:00||||||17:00||07:00||||||17:00||07:00||||||17:00||07:00||||||17:00||||||||||||||||;le tarnec ||02 51 79 09 54||brunoletarnec@orange.fr;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.37739, -1.93505;Loire-Atlantique
LA TABLE DE LA BERGERIE;Restaurant;Restaurant gastronomique - cuisine raffinée;;La Bergerie;Champ-sur-Layon;49380;;;BELLEVIGNE-EN-LAYON;49345;47.268074;-0.592338;"Route (nationale/départ.)||D160||5 ; Autoroute||A87||5 ; Aéroport/aérodrome||Angers Marcé||30 ; Gare SNCF||Angers||25";;02 41 78 30 62;;;www.latable-bergerie.fr;;;;"<iframe width=""400"" height=""225"" src=""//www.youtube.com/embed/AvjWWPNo7ZE?rel=0"" frameborder=""0"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";Guide du Routard Pays de la Loire,Le petit futé,Le Routard Hôtels et Restos de France,Michelin;;;non;;Vignobles et découvertes;Séminaire;26;1;26;1;1;;oui;oui;10;26;oui;;;;;;Cartes bancaires,Chèques bancaires et postaux;47.268074, -0.592338;Maine-et-Loire
LA TABLE DU PONT BERANGER;Restaurant;;;18 rue Henri Becquerel;;44680;;;SAINT-HILAIRE-DE-CHALEONS;44164;47.12846;-1.8216;;;02 51 70 52 56;;tabledupontberanger@orange.fr;;;;;;;;;oui;;;;;;;;;;oui;oui;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.12846, -1.8216;Loire-Atlantique
LA TERRASSE DU BOIS JOALLAND;Restaurant;Guinguette;;ROUTE DU BOIS JOALLAND;;44600;;;SAINT-NAZAIRE;44184;47.2807326;-2.2583891;Transport en commun||Ligne U4 - Arrêt Virées Martin||0,45;06 51 93 40 61;;;;;;Facebook||https://www.facebook.com/La-terrasse-du-bois-joalland-105101328443203/?ref=page_internal;;;;;;;;;Service en terrasse;;;;;;;;;;;non;01/04/2023||05/10/2023||Ouverture du mercredi au dimanche, et en fonction des conditions météorologiques||Fermé le lundi et mardi. Ouverture en fonction des conditions météorologiques||||||||||||||||||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00||11:00||||||21:00;;;;;;47.2807326, -2.2583891;Loire-Atlantique
LA TOSCANE;Restaurant;Pizzeria;;9 place François Blancho;;44600;;;SAINT-NAZAIRE;44184;47.2738793;-2.2146072;"Gare SNCF||||1,5 ; Transport en commun||Lignes Hélyce/U2/U3.Arrêt:Hôtel de ville||0,1";;02 40 22 47 06;;;;;Facebook||https://www.facebook.com/La-Toscane-309079122474402/;;;Le petit futé;;;oui;;;Plats à emporter,Plats à emporter / Covid-19,Service en terrasse,WiFi;73;;8;;;;oui;oui;;20;non;01/01/2023||31/12/2023||Ouvert du lundi au samedi||Fermé le dimanche||12:00||14:00||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||||||||;||02 40 22 47 06||;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.2738793, -2.2146072;Loire-Atlantique
LA TOUR DE PISE;Restaurant;;;33 avenue des Ibis;;44500;;;LA BAULE-ESCOUBLAC;44055;47.28558;-2.39457;;;02 40 24 61 23;;tourdepise1@gmail.com;http://www.latourdepise.fr;;;;;;;;;;;Service en terrasse;;;;;;;;;;;;01/01/2022||31/12/2022||||||08:00||14:00||||||08:00||14:00||||||08:00||14:00||||||08:00||14:00||||||08:00||14:00||||||08:00||14:00||||||08:00||14:00||||;;;;;;47.28558, -2.39457;Loire-Atlantique
LA VILLA DES LYS;Hôtel restaurant;Cuisine traditionnelle;;45 avenue d'Angers;;49300;;;CHOLET;49099;47.07723;-0.8363;;;02 41 71 08 08;02 41 71 96 96;H6924@accor.com;;;;;;;;;oui;;;Climatisation,Service en terrasse,WiFi;120;1;30;;;;oui;oui;;100;;01/01/2023||31/12/2023||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||||||||||||||||||||;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.07723, -0.8363;Maine-et-Loire
LA WALKYRIE;Restaurant;Cuisine traditionnelle;;21 Avenue de Mindin;;44250;;;SAINT-BREVIN-LES-PINS;44154;47.26608;-2.16781;;;02 40 27 37 87;;satewalkyrie@gmail.com;https://la-walkyrie-restaurant-st-brevin-les-pins.eatbu.com/?lang=fr#;;;;;;;;;;;;50;;40;;;;;;;;;01/01/2021||31/12/2021||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||||||||;;;;Menu adulte soir et week-end||10,00||11,50||;Cartes bancaires,Chèques Vacances,Tickets Restaurant;47.26608, -2.16781;Loire-Atlantique
LAB 1852;Restaurant;;;7, rue du Gué Haut;;44420;;;PIRIAC-SUR-MER;44125;47.37268;-2.54144;;07 81 90 58 10;02 40 23 59 36;;lephare@1852.io;https://1852.io;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.37268, -2.54144;Loire-Atlantique
LE  CATA-MARRANT;Restaurant;Cuisine traditionnelle;;207 Route de la Pointe Saint-Gildas;;44770;;;PREFAILLES;44136;47.13566;-2.24367;;;02 40 21 64 60;;jacky-porcher@orange.fr;https://lecatamarrant.eatbu.com/?lang=fr#times;;;;;;;;oui;;;Plats à emporter,Traiteur;80;1;70;;;;oui;oui;30;70;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.13566, -2.24367;Loire-Atlantique
